Gene_ID,Tumor_Mean,Normal_Mean,Log2FC,P_value,T_stat,-log10(P),Significant
44277,4.75052027027027,4.12525,0.16607010950636125,9.772818718514842e-11,6.713807635713239,10.009980157126448,Not Significant
51076,4.1870540540540535,4.669209459459459,-0.12823216914743485,9.896124871488049e-11,-6.711698177212015,10.004534833320724,Not Significant
10898,6.908081081081081,7.518162162162163,-0.10721453204982234,1.012402256872753e-10,-6.7078665214091435,9.994646895372446,Not Significant
56042,10.307054054054055,9.936277027027026,0.048101404290123106,1.0177429736818306e-10,6.706980846063589,9.992361887230796,Not Significant
10922,11.489344594594597,11.705344594594596,-0.02473773433827109,1.02894554609028e-10,-6.705137814280341,9.98760760838458,Not Significant
6194,11.48208108108108,12.149891891891894,-0.07519245056687751,1.0355908769673773e-10,-6.70405382773078,9.984811784135367,Not Significant
28161,5.262101351351352,5.753952702702703,-0.10908521781279745,1.0540097149442318e-10,-6.701084694047539,9.977155386156463,Not Significant
41595,10.50627027027027,10.021945945945946,0.06204130612668424,1.061537968926163e-10,6.699885783752183,9.9740644674422,Not Significant
16998,10.107885135135135,9.676614864864865,0.05712986606244064,1.0685428783497768e-10,6.6987776979689695,9.971208045837704,Not Significant
17491,7.143797297297298,5.978479729729729,0.22278887474468867,1.0733826871046192e-10,6.698016264312055,9.969245413852008,Not Significant
22138,8.543236486486489,8.88008783783784,-0.05004524419548462,1.1039009923331278e-10,-6.69329122940399,9.957069876254986,Not Significant
41634,8.644074324324324,8.270952702702703,0.05692516858982222,1.1112522056449605e-10,6.69217225578297,9.954187364020843,Not Significant
49516,11.40641216216216,10.719243243243243,0.08220654722494958,1.1183252696204872e-10,6.691102464968509,9.951431861694788,Not Significant
